Sample	posterior	likelihood	prior	treeLikelihood.H3N2	structuredCoalescent.t:H3N2	Ne.Hong_Kong	Ne.New_York	Ne.New_Zealand	b_migration.Hong_Kong_to_New_York	b_migration.Hong_Kong_to_New_Zealand	b_migration.New_York_to_Hong_Kong	b_migration.New_York_to_New_Zealand	b_migration.New_Zealand_to_Hong_Kong	b_migration.New_Zealand_to_New_York	clockRate.c:H3N2	kappa.s:H3N2	gammaShape.s:H3N2
987500	-1952.1941808310207	-1911.2046886790322	-40.9894921519886	-1911.2046886790322	-31.554136735076778	1.010116	9.212568	0.744775	0.184805	0.132212	3.407857	0.289376	0.045338	1.154657	0.00513136284844563	3.717587118397479	1.961473579427145
990000	-1940.0045918745827	-1906.913973780028	-33.09061809455476	-1906.913973780028	-28.58471368599292	0.395362	1.809840	1.100130	0.213777	0.195132	3.788502	1.540077	0.001694	0.663004	0.004979401296071481	3.717587118397479	0.7587854720352996
992500	-1936.970625221487	-1907.0545112207733	-29.916114000713687	-1907.0545112207733	-24.418371713069952	0.260594	2.658248	0.689362	1.149309	0.102855	2.425876	1.549279	0.038885	1.773352	0.004989355342051687	3.717587118397479	0.7883624064531475
995000	-1953.723323771589	-1907.9347993112517	-45.788524460337285	-1907.9347993112517	-35.240250719422725	0.398789	6.860524	0.832106	2.903624	0.641794	2.412624	0.314884	0.659381	1.780051	0.00490335801946215	5.6365767455065034	0.745513693072915
997500	-1950.6767800492214	-1912.1793544497598	-38.49742559946168	-1912.1793544497598	-33.05904961335706	0.527245	2.836018	0.460473	1.127048	0.290219	2.515823	0.533604	0.239296	1.721808	0.005057691884685646	5.318991382084582	0.745513693072915
1000000	-1941.172251472431	-1907.6278697261	-33.54438174633114	-1907.6278697261	-28.95354962086145	1.668824	0.202830	0.665239	2.152504	0.490239	1.909265	0.712837	0.110786	1.003736	0.004940327799886597	6.821871271850688	0.23891100265554097
1002500	-1941.3689127623068	-1902.6581525321947	-38.7107602301122	-1902.6581525321947	-36.813748563252226	1.781967	0.359516	0.467505	0.416756	0.472572	0.668760	0.628897	0.153248	1.762486	0.004984195288718946	6.821871271850688	0.20966923194970652
1005000	-1938.3412747852237	-1900.1187523432461	-38.22252244197772	-1900.1187523432461	-34.85608897591047	1.712091	1.096251	0.083772	0.121821	0.104227	1.521687	0.284362	0.414145	1.033529	0.004940515547138836	8.244863923221542	0.22557967378265714
1007500	-1945.516866862815	-1907.4110844422228	-38.10578242059224	-1907.4110844422228	-35.33901849873599	0.795398	2.605829	1.734146	0.281035	0.122237	1.332959	0.160934	0.452670	0.090017	0.004928623415125109	6.349791383105911	0.47018924541866064
1010000	-1932.3289538377023	-1900.8966801520094	-31.43227368569301	-1900.8966801520094	-29.766248449240273	0.230345	0.554437	0.817579	0.392240	1.213301	1.180401	0.197215	0.309070	0.598212	0.005110139560222954	6.349791383105911	0.47018924541866064
1012500	-1947.8477701681963	-1906.8036226443096	-41.04414752388678	-1906.8036226443096	-33.00213223451535	0.746236	0.158384	0.889369	0.475673	0.419022	6.469420	0.006587	1.795936	1.211380	0.004968183516535448	6.1948524051905425	0.47018924541866064
1015000	-1937.2093249823442	-1903.9031890980884	-33.306135884255774	-1903.9031890980884	-34.37704017953843	1.014123	0.423155	0.495630	0.493373	0.169296	0.351597	0.098169	0.410198	0.449109	0.004916314475443274	4.835943910388169	0.2490775139612168
1017500	-1941.984462002501	-1906.035185837199	-35.94927616530203	-1906.035185837199	-36.086065663312574	0.711039	0.559323	0.614878	0.331426	0.360326	0.811830	0.252270	0.915627	0.103957	0.005079348989297803	4.835943910388169	0.5463730641047854
1020000	-1942.2573110126186	-1910.7547570497932	-31.50255396282546	-1910.7547570497932	-29.94610019909305	0.639744	2.481106	0.486700	0.565244	0.071470	0.910875	0.133028	1.168058	0.510454	0.005034923656229999	4.111726942954075	0.5463730641047854
1022500	-1948.424423170799	-1909.5376164753986	-38.886806695400296	-1909.5376164753986	-36.10882103605064	1.094883	0.594908	0.737717	1.017894	0.165506	0.523365	0.042008	3.534620	0.110375	0.004906498148860893	4.111726942954075	0.41860152792863414
1025000	-1934.9680518856935	-1905.2836336934201	-29.684418192273306	-1905.2836336934201	-28.5559188534682	0.774474	0.784811	0.485435	1.900163	0.158188	0.052373	0.030522	1.983527	0.085941	0.005009567617686125	4.895486310597236	0.5040660840205694
1027500	-1950.259608540342	-1912.374155422743	-37.885453117599056	-1912.374155422743	-37.33832358163762	1.830907	0.465099	0.566174	0.655833	0.199252	0.987537	0.086004	0.570794	0.301606	0.005003372994717127	4.895486310597236	0.5308221449402342
1030000	-1939.9651965925468	-1905.1736014750518	-34.79159511749506	-1905.1736014750518	-30.254396766594034	3.158417	0.359083	0.312309	2.629752	0.185119	0.169008	0.104233	1.489867	0.168079	0.004909677705818244	7.847183839596358	0.5308221449402342
1032500	-1952.6982909028206	-1909.121983249853	-43.57630765296758	-1909.121983249853	-40.171671585288806	2.594584	0.512076	1.716793	2.392393	0.090936	0.279100	0.308112	0.384046	0.259761	0.005067681331022622	4.806061960334925	0.5308221449402342
1035000	-1950.004061055056	-1905.420163135574	-44.58389791948182	-1905.420163135574	-42.797883385594524	1.287125	0.695152	0.773865	1.526520	0.031897	0.419295	0.800029	0.394388	0.332433	0.004860824660234985	3.9276602050304805	0.5308221449402342
1037500	-1946.9294216948686	-1906.084254104323	-40.845167590545536	-1906.084254104323	-40.34852271354668	0.531963	0.530196	1.405383	1.314834	0.133874	0.021997	0.310536	0.043949	1.021623	0.004934580114833616	3.9276602050304805	0.8839365252814155
1040000	-1950.1987439978934	-1917.9060211351343	-32.292722862759085	-1917.9060211351343	-31.39681570474292	0.435118	0.405429	0.772634	0.205553	0.203582	0.170490	0.911679	0.340596	1.792500	0.00488162241396315	5.124979540459424	0.40641378653974675
1042500	-1951.730713802625	-1909.4016292172112	-42.32908458541366	-1909.4016292172112	-36.53689339437065	0.582460	1.005937	0.453895	0.254892	0.305909	0.072848	3.913464	1.799860	2.123352	0.004909272780033173	5.124979540459424	0.40641378653974675
1045000	-1944.9410064461863	-1914.960294384264	-29.980712061922215	-1914.960294384264	-28.612856816239383	0.374908	0.928778	0.304492	0.008283	0.168937	0.899021	0.386114	0.742768	0.726005	0.005184693215562969	5.124979540459424	0.41394475949207205
1047500	-1935.1028188464231	-1904.3580287630832	-30.744790083339964	-1904.3580287630832	-29.392561665542473	1.116703	0.685213	0.274504	0.090876	0.050603	2.179275	0.243391	1.095482	0.343169	0.005027149521983776	5.78722332740281	0.41394475949207205
1050000	-1942.108981009927	-1906.8595698885504	-35.249411121376696	-1906.8595698885504	-30.019377106917588	0.316382	2.640389	2.991096	0.325462	0.166680	2.300072	0.959301	0.435811	0.322333	0.0049059484819719435	5.78722332740281	0.08271859596028142
1052500	-1938.5079160883024	-1901.7096151156918	-36.798300972610704	-1901.7096151156918	-31.885390565771115	0.275890	4.588433	2.544226	0.482515	0.034215	1.202841	0.121874	0.401653	0.036663	0.004838479749159512	5.78006977970694	0.1893062977265398
1055000	-1934.9932245604516	-1898.800054884577	-36.19316967587443	-1898.800054884577	-34.49804653620916	0.454520	2.848493	0.793724	0.114154	0.000635	0.717517	1.053043	0.775095	0.385447	0.004992019659046964	5.78006977970694	0.1893062977265398
1057500	-1944.871575329572	-1908.4402286075447	-36.43134672202722	-1908.4402286075447	-33.53511378262504	2.305834	0.383872	0.407352	0.633344	0.042836	1.439499	0.523724	1.562033	0.178386	0.0049819064455006515	8.289021537443647	0.1893062977265398
1060000	-1947.9795319130171	-1905.224877179563	-42.754654733454146	-1905.224877179563	-35.92320749793994	1.739712	0.661720	0.348293	1.561703	0.405816	0.684198	0.326179	1.385599	0.410328	0.004703115472605494	5.9229684983086965	0.1893062977265398
1062500	-1947.0471688949963	-1916.2295506578625	-30.81761823713381	-1916.2295506578625	-27.47480692729579	0.857872	0.680237	0.394061	2.931130	0.025012	0.989964	0.413564	1.521784	0.485855	0.00495484766642767	5.9229684983086965	0.24338916220487025
1065000	-1947.9812895206978	-1910.1996150228829	-37.781674497814855	-1910.1996150228829	-29.981499707721465	0.401202	1.122724	0.261442	7.702657	0.010847	0.373697	0.201983	0.972217	0.125605	0.004845107541042046	5.9229684983086965	0.448601357557573
1067500	-1948.9035899020814	-1902.5802823816393	-46.32330752044197	-1902.5802823816393	-39.09948591669946	0.548802	0.419815	0.279776	2.437418	0.804506	2.649410	1.506319	1.106569	0.242957	0.004859536347077548	9.795876054603783	0.448601357557573
1070000	-1933.978944866347	-1902.4510895846695	-31.527855281677663	-1902.4510895846695	-29.071446201959535	2.192910	0.475315	0.259333	1.223935	0.238549	0.620479	0.472556	0.513441	0.261539	0.004950343972265144	8.399017230871186	0.6722951582212667
1072500	-1934.2040353377427	-1902.5096371342609	-31.694398203481896	-1902.5096371342609	-31.330657421462305	1.379437	0.425275	0.238690	1.115645	0.031019	0.341263	0.171708	0.714332	0.051610	0.004981467341817774	8.399017230871186	0.300644459740871
1075000	-1960.4956139474396	-1910.043717639771	-50.45189630766835	-1910.043717639771	-44.14825632209911	5.269101	1.364558	1.060973	2.109659	0.890334	0.188533	0.742675	0.516048	0.898032	0.0050422153417244665	3.000079055169481	0.6971783568786386
1077500	-1943.1400165521902	-1906.3388230096464	-36.801193542543835	-1906.3388230096464	-30.080263154468902	0.588509	0.935032	0.290560	1.920089	2.106454	1.426229	2.154288	1.007158	0.489009	0.004909828863635578	5.385129205916957	0.6971783568786386
1080000	-1943.5880609902208	-1910.0971362678233	-33.49092472239749	-1910.0971362678233	-30.571278795724517	0.156600	1.641006	0.804063	0.874191	0.479468	0.675110	0.094300	1.325307	0.768585	0.004925645674377013	5.385129205916957	0.6971783568786386
1082500	-1932.8655251415937	-1903.5155067469677	-29.350018394626012	-1903.5155067469677	-28.041516715707406	0.797004	0.812392	0.549759	0.213241	0.475617	1.412780	0.041500	0.512519	0.949248	0.0049763138653513925	5.385129205916957	1.041502519650256
1085000	-1940.9117814878587	-1902.689420651709	-38.22236083614959	-1902.689420651709	-34.81202177208131	1.275694	1.329866	0.576979	0.013068	0.734753	3.122274	0.057438	0.697693	0.058219	0.004970141195286711	5.385129205916957	1.041502519650256
1087500	-1942.2761649093823	-1901.7029711337518	-40.57319377563053	-1901.7029711337518	-37.20738435595316	0.718858	1.988011	1.797628	0.270560	0.184780	1.189772	0.260369	0.322006	1.236643	0.005016396329859176	5.385129205916957	1.041502519650256
1090000	-1947.2792041400025	-1908.4380749697652	-38.84112917023732	-1908.4380749697652	-35.69754937337002	1.563699	1.313641	1.021472	0.076300	0.035905	1.182738	0.184100	0.514937	0.438734	0.0048091213027935745	5.385129205916957	0.5699711206974233
1092500	-1944.5741967857903	-1904.6500076737998	-39.92418911199046	-1904.6500076737998	-36.14084607157099	1.209453	0.549100	1.252218	0.104234	0.677398	4.629873	0.031158	0.389924	0.238276	0.005036012810483634	5.385129205916957	0.16826903195166978
1095000	-1933.899486560084	-1903.644344721003	-30.25514183908072	-1903.644344721003	-31.320298295994697	0.481036	0.842249	0.268819	0.296092	0.677398	0.802590	0.006555	0.130689	0.353738	0.0049565067875440814	5.338211758186581	0.2168300985132567
1097500	-1938.0408630392687	-1906.027240870465	-32.01362216880364	-1906.027240870465	-31.255891767577122	1.058599	0.496212	0.260956	0.164394	0.115245	2.391561	0.061740	0.232799	0.927387	0.004978680932328781	5.338211758186581	0.25143498161381184
1100000	-1943.5363240257225	-1903.3917769533866	-40.1445470723359	-1903.3917769533866	-37.97650483530279	0.561345	1.386879	0.352316	0.769733	0.881293	0.836685	0.062946	0.437625	0.991406	0.004916876617140603	8.29131401078628	0.25143498161381184
1102500	-1951.4831728310307	-1912.3769542135717	-39.10621861745905	-1912.3769542135717	-37.46643440154798	1.421471	0.618158	0.853845	0.782351	0.117814	0.889913	0.386316	0.447516	0.480837	0.004969528852223597	9.79268044373415	0.17116492748715545
1105000	-1944.083852618914	-1905.4861771038877	-38.597675515026374	-1905.4861771038877	-34.82855989933391	4.394094	0.560404	0.430023	2.371594	0.342270	0.616996	0.006137	0.765855	0.333138	0.0050528591168655	4.79305466911285	0.23921012035400616
1107500	-1941.4953513035682	-1905.6273685314545	-35.86798277211377	-1905.6273685314545	-34.2368009166646	1.455275	0.239166	1.001933	0.991355	0.605230	0.245476	0.777571	0.365695	0.591006	0.004900218504905033	4.79305466911285	0.23921012035400616
1110000	-1947.0628321219003	-1915.015214694833	-32.04761742706718	-1915.015214694833	-32.31680133064932	0.650384	0.502549	0.458803	0.596481	0.343258	0.202315	0.362372	1.345309	0.603324	0.004948182936554159	4.79305466911285	0.1305215110875205
1112500	-1938.576522923781	-1901.7252354558016	-36.85128746797951	-1901.7252354558016	-33.543160536128525	2.403835	1.422849	0.176917	2.581919	0.648397	0.191497	0.055659	0.155577	0.777620	0.005025914484990834	4.79305466911285	0.141779577794671
1115000	-1938.653442871509	-1905.5745368180915	-33.078906053417505	-1905.5745368180915	-30.807560195610243	1.360872	0.446481	0.405920	1.859480	0.351048	1.388818	0.032252	0.987601	0.840169	0.005027422613528454	4.79305466911285	0.11759005301045547
1117500	-1943.123680808501	-1910.8094542401973	-32.31422656830358	-1910.8094542401973	-30.2324914031251	0.360733	1.261008	0.539251	0.489319	0.550297	1.739907	0.023800	1.475772	1.079083	0.00497734800360756	4.79305466911285	0.088180243507071
1120000	-1943.362087977544	-1910.3082964647263	-33.05379151281778	-1910.3082964647263	-32.064215287386176	0.415546	1.366541	0.832433	0.607824	0.192429	0.976186	0.098219	0.356199	1.101509	0.00500212318414111	6.456412256167871	0.24306152241457216
1122500	-1939.5518857028833	-1908.0103333855386	-31.541552317344717	-1908.0103333855386	-30.08933556899903	0.874742	0.401838	0.493252	1.519104	0.656194	1.798367	0.024604	0.393936	0.792957	0.005054864716156792	3.616798283526132	0.2753351028129111
1125000	-1940.526956262457	-1903.8561032790897	-36.67085298336728	-1903.8561032790897	-36.04349198285968	0.812790	0.738901	0.463917	0.364664	0.195505	2.209468	0.005979	0.529785	0.345553	0.00505898994411309	5.033017991494577	0.3731784784792392
1127500	-1938.4136582156132	-1903.134979364792	-35.27867885082133	-1903.134979364792	-32.38862422451843	0.988894	2.930316	0.478098	0.411970	0.249563	1.058174	0.008551	1.002427	0.602453	0.005074775146089862	5.033017991494577	0.7561273935621382
1130000	-1947.5998578082622	-1904.0919638568914	-43.50789395137071	-1904.0919638568914	-42.46390641945515	0.949983	1.550215	0.148123	0.149127	0.053578	1.058174	0.667193	0.362550	0.103370	0.005014379732877662	5.5534701822508765	0.7561273935621382
1132500	-1950.0112275678562	-1904.7885439746874	-45.22268359316872	-1904.7885439746874	-40.774900867230855	0.901320	0.975838	1.225339	3.059466	0.108089	0.354067	0.117905	0.992102	0.049211	0.004820494133205349	4.866805783131044	0.7561273935621382
1135000	-1942.2494092536917	-1910.2665233896562	-31.98288586403558	-1910.2665233896562	-29.325561079117026	0.659243	1.295486	0.424273	0.654656	0.394976	0.556800	0.566302	0.174691	0.662034	0.004794061083012456	4.866805783131044	0.7561273935621382
1137500	-1958.9848163885413	-1915.7062538743091	-43.27856251423225	-1915.7062538743091	-36.624455243212246	0.522819	1.023109	0.448735	1.689736	0.574682	0.032061	0.327056	4.573283	1.209743	0.004809980822870524	4.866805783131044	0.03908143318723475
1140000	-1945.1850146082998	-1909.6686058342848	-35.516408774015076	-1909.6686058342848	-32.75779184952917	1.134472	0.213695	0.562084	0.066609	1.202560	0.109322	1.714250	1.160365	0.790148	0.004882108385621061	4.866805783131044	0.35044685258259156
1142500	-1946.7709228124868	-1903.7670236902927	-43.003899122194106	-1903.7670236902927	-37.48140475861276	1.091554	1.420343	0.161955	0.197378	0.495522	0.187712	2.968239	0.429335	2.664737	0.005127500040631143	4.866805783131044	0.12780898803655402
1145000	-1940.5921092721494	-1901.5209496978857	-39.07115957426361	-1901.5209496978857	-30.132825660922578	1.243698	2.707135	0.248556	0.209455	1.013784	0.272071	3.507488	1.231410	2.671707	0.0048965895576420886	4.866805783131044	0.8887162677388095
1147500	-1956.0946389784046	-1910.8276420482473	-45.266996930157426	-1910.8276420482473	-39.147644593905284	0.250491	1.590549	0.824727	0.118620	2.006594	0.280743	1.319276	1.138510	0.507673	0.004906757776535151	4.866805783131044	3.0432577044261007
1150000	-1947.4934284946803	-1901.2327419261896	-46.26068656849071	-1901.2327419261896	-36.79261869575855	4.863591	1.099940	0.571672	0.160651	2.999714	1.659688	1.333355	0.866635	1.618707	0.005007182462385572	4.866805783131044	0.9985152257560032
1152500	-1961.089756362688	-1911.285014634629	-49.80474172805876	-1911.285014634629	-37.53988313127332	2.804687	1.576325	0.213742	0.179100	3.254018	1.909176	2.955550	3.244663	0.600492	0.004963175786917236	4.824048400062507	0.9985152257560032
1155000	-1949.360819392058	-1905.918226298093	-43.442593093964945	-1905.918226298093	-39.24033979363902	3.676294	0.600620	0.421631	0.006792	1.553268	0.531960	0.748718	0.673706	0.682255	0.005044016758053108	4.824048400062507	1.3434477496206894
1157500	-1945.197800094753	-1907.8408097784609	-37.356990316291956	-1907.8408097784609	-33.620042098496135	1.055670	2.883284	0.208318	0.080744	0.416156	1.015250	0.593839	1.026426	0.474936	0.004942937558858014	4.824048400062507	1.3434477496206894
1160000	-1941.9690626799397	-1907.6298283198616	-34.33923436007809	-1907.6298283198616	-30.58608053196108	0.447203	1.793505	0.700869	0.276495	0.478100	0.924730	0.399568	0.518598	1.732987	0.004966067435312776	4.824048400062507	2.097110677009771
1162500	-1952.7633667582252	-1909.6590514066427	-43.1043153515824	-1909.6590514066427	-35.56032321536327	1.537445	0.752861	0.240386	0.262732	0.417295	2.316252	1.869590	0.096358	3.358206	0.005045948228432597	4.359715206452639	2.097110677009771
1165000	-1958.4811707538424	-1916.2039178462264	-42.27725290761595	-1916.2039178462264	-38.46422969615527	0.800298	1.396534	0.297583	1.882846	0.576671	0.209627	0.732116	0.695117	0.356203	0.004911224093819935	4.371981909045222	2.097110677009771
1167500	-1954.5126487667137	-1908.071826806215	-46.44082196049865	-1908.071826806215	-40.26887914726146	0.395962	4.484118	1.214748	0.695022	0.309310	0.433787	2.007109	1.097598	0.054232	0.0050357181205751	4.371981909045222	2.0135970998543655
1170000	-1947.1790798537593	-1902.6069864481	-44.57209340565924	-1902.6069864481	-39.575588625377904	0.438083	3.199449	2.274007	0.123845	0.476465	0.729528	0.515821	0.009758	0.107104	0.005101317713446935	8.367154236499834	1.8709033246547002
1172500	-1954.3122125972395	-1911.938052233874	-42.374160363365434	-1911.938052233874	-39.15268648771447	0.894103	0.815490	0.968178	0.138123	1.430868	1.387985	0.287192	0.043698	0.766923	0.004866207756810846	3.0344919774543797	1.8709033246547002
1175000	-1947.2898576512887	-1905.395322722008	-41.894534929280695	-1905.395322722008	-34.24051435763951	0.819133	2.654027	0.382108	1.488301	0.602644	1.381479	3.235812	0.191551	0.719564	0.005017722171964161	5.1403321606251	1.8709033246547002
1177500	-1945.3061089335067	-1908.9540964751475	-36.352012458359226	-1908.9540964751475	-32.41118730233584	0.811512	0.915886	0.222628	2.213030	0.248171	0.411022	0.429145	1.302319	0.669756	0.005005408743267886	5.382288479794603	1.8709033246547002
1180000	-1956.5934172175125	-1917.7014151244884	-38.89200209302416	-1917.7014151244884	-31.59730456172687	0.391939	1.149800	0.586239	2.744637	1.299918	0.660035	1.131512	1.015082	0.681731	0.0048831430678146345	5.224662279163759	2.421603072048056
1182500	-1949.5103726999266	-1903.5219418555585	-45.988430844368125	-1903.5219418555585	-35.42684502071923	0.653038	7.311485	0.214264	0.106308	0.557038	1.238646	0.748151	1.237872	3.824189	0.004899863171517026	4.985311183307093	1.7371548355108044
1185000	-1955.441309238093	-1906.4920715233925	-48.949237714700594	-1906.4920715233925	-41.93777159676244	0.914370	0.758076	0.715931	0.738441	0.690159	2.229387	2.085880	0.841336	2.662855	0.00488650057923292	4.985311183307093	0.3900669796261338
1187500	-1951.1784834845637	-1903.3708575130236	-47.807625971540084	-1903.3708575130236	-40.48238034625776	0.819038	1.757088	0.657251	0.458536	4.428055	1.391510	2.063711	0.060275	0.696234	0.005105118244895503	4.985311183307093	0.13154037451150774
1190000	-1943.3982438887413	-1913.007869286425	-30.39037460231625	-1913.007869286425	-24.199502848590633	0.336897	2.085271	0.231130	0.367458	1.806716	1.157035	3.067105	0.029732	2.007955	0.005097766114254791	3.519076479727778	0.2731184808917854
1192500	-1936.9529481833672	-1905.560009817511	-31.392938365856207	-1905.560009817511	-29.95268361877008	0.540792	0.466141	0.574026	0.457438	0.430857	1.034084	0.820934	0.073670	1.264486	0.005066662565595037	6.2313583298667155	0.7780505069309706
1195000	-1948.3538898151508	-1905.6086901592103	-42.7451996559406	-1905.6086901592103	-37.94365182237313	1.322111	2.566479	0.189591	0.447470	0.197640	2.031105	0.931495	1.322203	0.358696	0.004896630737028237	4.501021585702377	0.3608486466414453
1197500	-1942.6814699986787	-1907.8685852064907	-34.81288479218808	-1907.8685852064907	-31.599186124766	0.825540	3.331734	0.347924	0.175339	0.727205	1.049282	0.255404	1.103727	0.811177	0.005098521512795778	4.501021585702377	0.15715104724269388
1200000	-1941.5694651351766	-1902.7655896100036	-38.803875525172906	-1902.7655896100036	-36.5632962563534	1.279499	1.121481	0.387071	1.198137	0.205310	1.454386	0.555276	0.149957	1.337568	0.0049575715243480685	4.501021585702377	0.15739587087973367
1202500	-1937.4015174764836	-1908.6879526914636	-28.713564785020004	-1908.6879526914636	-26.746338055491115	0.140851	2.176019	0.441379	0.666361	0.150775	1.010579	0.166875	0.195657	1.628154	0.004971213472701876	4.501021585702377	0.35702210015637476
1205000	-1944.6081419305197	-1904.8650726420199	-39.743069288499875	-1904.8650726420199	-35.855904846824394	0.460969	4.441477	0.157086	0.330428	1.091581	0.924646	0.189295	0.408673	0.444661	0.005127787946609911	5.252755115541272	0.28626222259315737
1207500	-1947.0960395073532	-1902.7052960441797	-44.39074346317351	-1902.7052960441797	-39.39991414018082	0.513363	1.885934	0.268258	0.337528	1.251465	0.099887	0.707739	1.262895	2.674212	0.004845558204024492	4.651994870694024	0.28626222259315737
1210000	-1947.9521295998616	-1909.6407621513777	-38.31136744848399	-1909.6407621513777	-35.05509140888168	0.690737	1.270265	1.436612	0.010009	0.586461	1.133914	1.698777	0.670760	0.123088	0.004890517083937219	4.651994870694024	0.80256343115951
1212500	-1959.20453542107	-1915.5140650406054	-43.690470380464575	-1915.5140650406054	-30.327771007242738	0.705123	6.031426	0.474667	0.392696	1.029540	5.183131	1.597683	0.508467	0.642432	0.005262992444952231	4.651994870694024	0.6576410829588248
1215000	-1941.7929015890522	-1900.6537215829057	-41.139180006146574	-1900.6537215829057	-35.06578520216307	0.452330	2.910576	0.617518	0.381710	0.622401	1.788086	1.486763	1.100761	1.165360	0.0049999007001007645	8.724030851678064	0.5250879937715517
1217500	-1938.4577399576533	-1904.5198999845563	-33.93783997309691	-1904.5198999845563	-32.12695395665425	0.587996	0.695332	0.998161	0.380295	0.612508	1.505777	0.285926	0.254389	0.729553	0.004903311718856849	5.758859078972124	0.7256409079543874
1220000	-1951.5211616707913	-1916.7939636403867	-34.72719803040475	-1916.7939636403867	-30.75490163232133	0.447165	3.575172	1.478466	0.027967	0.919023	1.755512	1.162050	0.160933	0.554962	0.004970898931598051	3.739578880197916	0.31841716809854426
1222500	-1946.1462602208408	-1906.6366423959548	-39.509617824885865	-1906.6366423959548	-30.589056907084892	0.274296	9.811804	1.040263	1.628917	0.110602	2.148426	0.560609	0.011035	1.445798	0.005175071591510165	3.739578880197916	0.049336699817838524
1225000	-1954.2857210584775	-1911.7256194573831	-42.56010160109451	-1911.7256194573831	-36.30203567870397	0.260044	7.183002	0.486346	1.598596	0.768531	0.721889	0.829730	0.094972	0.271675	0.004824103539242236	5.093564867397794	0.049336699817838524
1227500	-1948.2661787782683	-1910.1965811189973	-38.06959765927106	-1910.1965811189973	-32.94933528617545	2.103604	0.400767	1.146591	3.513243	0.712235	0.779139	1.088370	0.140597	0.378416	0.005036113525564342	6.505136940230945	0.049336699817838524
1230000	-1961.3986336098048	-1910.6998419153751	-50.698791694429715	-1910.6998419153751	-41.961836022006786	0.476479	3.607170	1.519822	1.887410	0.683279	0.220275	3.415355	1.451242	0.355008	0.005116304188122671	6.505136940230945	0.17878433687325582
1232500	-1948.1038104193897	-1907.5129879428139	-40.5908224765758	-1907.5129879428139	-33.914859250768224	0.640557	5.214007	0.496661	0.687788	0.620815	1.227096	2.376370	0.737262	0.467361	0.005087976945546565	6.505136940230945	0.23488171987518242
1235000	-1943.2744454661688	-1902.4193508450976	-40.8550946210712	-1902.4193508450976	-33.8644544116745	0.427742	3.585360	0.852429	0.099818	0.359409	1.081209	0.170334	1.316673	0.029332	0.005283759842146453	6.505136940230945	0.7276518720393245
1237500	-1944.4528494741944	-1903.1789708090587	-41.27387866513568	-1903.1789708090587	-38.24571372045887	0.600586	0.685144	1.559043	0.872229	0.314242	0.210339	0.491451	1.134997	0.281923	0.0048776102995406806	6.505136940230945	1.3941209251012479
1240000	-1953.0168630304208	-1909.3181039282076	-43.69875910221312	-1909.3181039282076	-36.922070301841565	0.769899	0.976624	1.178741	3.197588	0.024227	0.267479	0.844083	0.493624	1.825235	0.0050153804611628655	6.505136940230945	2.4615950869090777
1242500	-1946.8068722751752	-1903.5517388536427	-43.25513342153239	-1903.5517388536427	-31.790466952522415	9.276435	0.238635	0.210523	2.401108	0.728582	0.398150	0.591694	0.878387	0.156029	0.005208213208497699	6.505136940230945	2.4615950869090777
1245000	-1945.6571728729493	-1905.9218324056092	-39.73534046734009	-1905.9218324056092	-29.103496610040583	2.186377	0.290086	0.405271	2.524118	0.360577	0.369384	0.589424	2.256229	0.442543	0.004968469039789023	6.505136940230945	6.195011227596787
1247500	-1948.7897666638953	-1906.3581908868377	-42.431575777057475	-1906.3581908868377	-33.29706843138142	0.748880	0.964668	1.057558	3.536281	0.124940	0.977518	0.169916	0.558760	0.314468	0.004937903037907207	4.836661004188707	6.195011227596787
1250000	-1947.4903019552912	-1908.7476791652389	-38.74262279005232	-1908.7476791652389	-36.039383932053504	1.080961	0.345054	0.665355	0.937493	1.347291	0.403905	0.026334	0.053386	1.413393	0.005010843199675075	4.241872207964832	2.1411893931008326
1252500	-1957.4655351322974	-1910.5735695246926	-46.89196560760483	-1910.5735695246926	-43.91163170339686	0.803134	0.572800	0.756692	1.282923	1.963082	0.407203	0.346889	1.666611	0.098520	0.0050259458857809395	4.241872207964832	0.9026851981628485
1255000	-1944.3655627382661	-1906.1865221699356	-38.17904056833051	-1906.1865221699356	-34.2521004576947	1.313755	0.780152	1.054208	3.074879	0.427393	0.498758	0.866969	0.498588	0.325978	0.0050106330396048155	4.311735536640953	0.9449190610746194
1257500	-1950.8103731259941	-1909.2450957298815	-41.565277396112705	-1909.2450957298815	-37.57634958077558	0.750186	2.073645	0.870871	0.445028	0.595829	1.811885	0.241741	1.348130	0.321219	0.005056687690540256	5.606318325379205	0.9449190610746194
1260000	-1947.001762580512	-1908.1705504082129	-38.831212172299104	-1908.1705504082129	-36.42982115072474	0.664163	1.675632	0.703320	0.245922	0.094974	1.281240	0.579345	1.572387	0.607193	0.004930402769553135	3.258600403145508	0.9449190610746194
1262500	-1945.6115081465916	-1908.9088795683565	-36.70262857823513	-1908.9088795683565	-36.80501611698646	0.757999	1.157003	0.320833	0.966188	0.055533	0.238197	0.088850	0.131232	0.339425	0.004911868175649048	4.935411538325624	0.9449190610746194
1265000	-1943.3840404402088	-1909.575858276994	-33.80818216321462	-1909.575858276994	-28.86812372558036	0.782836	3.091272	0.369110	0.018989	0.047602	1.265879	0.099181	0.747363	2.809321	0.004897587183075899	4.935411538325624	1.0589604161596076
