Sample	posterior	likelihood	prior	treeLikelihood.H3N2	structuredCoalescent.t:H3N2	Ne.Hong_Kong	Ne.New_York	Ne.New_Zealand	b_migration.Hong_Kong_to_New_York	b_migration.Hong_Kong_to_New_Zealand	b_migration.New_York_to_Hong_Kong	b_migration.New_York_to_New_Zealand	b_migration.New_Zealand_to_Hong_Kong	b_migration.New_Zealand_to_New_York	clockRate.c:H3N2	kappa.s:H3N2	gammaShape.s:H3N2
487500	-1952.0119955065743	-1909.4427280801626	-42.569267426411706	-1909.4427280801626	-31.717813943679833	1.007264	3.756054	0.476424	1.256485	1.222452	0.251944	4.838085	2.869773	0.275656	0.005013807318803199	8.99318496379383	0.12576355743660605
490000	-1941.9861644586265	-1906.09845913245	-35.88770532617659	-1906.09845913245	-32.06164433825634	0.897386	1.076743	0.249280	0.769473	1.340695	0.264056	0.819410	1.842645	0.767358	0.0049623228456673425	8.99318496379383	0.13939491278865834
492500	-1949.0067704711034	-1915.9646848443426	-33.042085626760816	-1915.9646848443426	-28.00548503139495	1.730635	0.187009	0.383508	1.069085	1.624207	0.516705	1.992671	1.003743	0.216048	0.005084628896499496	8.620914803907493	0.13939491278865834
495000	-1952.6201176810848	-1912.1946164093642	-40.42550127172063	-1912.1946164093642	-34.88606615684549	2.798699	0.716188	0.763257	3.728034	0.394772	1.230825	0.663389	0.330310	0.239128	0.004990848623258808	6.780551145802529	0.11290618716283618
497500	-1942.5695880716962	-1901.3625232809059	-41.20706479079027	-1901.3625232809059	-36.93298403833077	1.657992	0.611086	0.107658	1.454217	0.705178	0.654928	1.267833	0.854522	0.493111	0.004924008600919801	6.780551145802529	0.24947914764885665
500000	-1959.7388719340895	-1907.7667365703	-51.9721353637895	-1907.7667365703	-41.4365599484068	0.940518	1.178649	1.378127	1.498902	1.369626	3.584843	1.011664	3.957467	0.177052	0.004932503142637504	7.391015553472004	0.2897078609224876
502500	-1943.5735814282898	-1908.9298986115837	-34.64368281670609	-1908.9298986115837	-29.78533705389977	0.820184	0.255720	1.325235	1.648569	0.765557	0.887580	0.881121	2.300316	0.599355	0.004869170082658354	3.378398999576718	0.37121919702594813
505000	-1940.1282115614063	-1904.721269074715	-35.40694248669109	-1904.721269074715	-31.571194059150326	0.255208	0.909581	0.555860	1.185185	0.883409	1.104079	0.558042	0.502610	0.251907	0.0051779141451741145	5.95261708947014	1.118148086312953
507500	-1949.4933968386763	-1902.5661255892278	-46.92727124944852	-1902.5661255892278	-38.50919704747483	1.626543	0.206049	0.538304	3.735420	0.395105	2.733847	0.109204	0.047317	1.638489	0.005187767718050922	5.95261708947014	0.5627005262146402
510000	-1937.52460743139	-1901.6908046402377	-35.83380279115219	-1901.6908046402377	-34.797225643177974	1.517488	0.254115	0.695868	1.121357	0.029214	1.054453	0.082358	0.332923	0.164024	0.005054928273654141	5.95261708947014	0.7378564672415968
512500	-1946.7024494088528	-1909.4339501750942	-37.268499233758604	-1909.4339501750942	-36.39656934031219	0.471473	0.957715	0.819688	1.314672	0.006853	0.955625	0.196870	0.396357	0.697318	0.005027555444835791	4.589213383367536	0.7378564672415968
515000	-1939.2941419780504	-1899.4764075964115	-39.81773438163893	-1899.4764075964115	-32.258291288567136	1.154986	2.389263	0.538260	0.281906	0.004907	5.877525	0.584835	0.044581	0.633827	0.0048745560005807554	4.589213383367536	1.1488969577641615
517500	-1946.0998031288138	-1902.995659680628	-43.10414344818588	-1902.995659680628	-35.73499165276392	1.123667	2.755905	0.503553	0.121463	0.001420	2.407085	0.329308	0.372424	3.157074	0.00514594791905894	6.845788090646131	0.9109573086054997
520000	-1943.3379340798463	-1901.4047099033914	-41.93322417645477	-1901.4047099033914	-36.033857320619916	0.915926	1.632164	0.515912	0.736910	0.004636	2.068487	1.328473	0.923800	1.189303	0.005205087666338087	3.5665639162535525	0.5588747608628448
522500	-1937.62213403835	-1900.91277219779	-36.70936184056006	-1900.91277219779	-34.55089099203526	1.073737	0.305803	0.663082	0.966201	0.053438	2.263605	0.231853	0.498420	0.425210	0.0049694360702823084	6.235142895339978	0.75048457746506
525000	-1935.7806722289054	-1900.7692351034632	-35.01143712544224	-1900.7692351034632	-32.64623880046237	1.754929	0.513438	0.771467	1.460268	0.133266	0.163827	0.623482	1.159102	0.616699	0.004992796590449921	5.2527615830096455	0.75048457746506
527500	-1938.0604827960133	-1904.4188149423494	-33.64166785366376	-1904.4188149423494	-30.650368139503	0.467707	1.998453	0.731790	0.834759	0.134205	1.371827	0.436503	1.208288	0.833668	0.005006242905093533	5.989920897474795	0.3753981761105458
530000	-1938.9083968790192	-1904.3635284250486	-34.54486845397053	-1904.3635284250486	-30.70977549288602	0.480209	3.815555	0.189255	0.992873	0.127037	1.512454	0.310399	0.477582	0.862741	0.004998873461833339	5.989920897474795	0.4625669650261925
532500	-1947.8838439849173	-1906.213373749627	-41.670470235290296	-1906.213373749627	-35.579601234656934	0.446210	2.077913	1.997634	0.470981	0.361615	1.360852	0.836896	0.656773	2.108235	0.004969146560893277	5.989920897474795	1.2017823127310545
535000	-1946.8784637876972	-1906.4811999135031	-40.397263874194024	-1906.4811999135031	-38.703273754048496	0.575438	0.862725	0.662846	0.097084	0.575577	0.811523	0.396356	0.707246	1.165712	0.005098413159008199	5.989920897474795	0.7222589514938642
537500	-1947.5712183792953	-1905.9405528307739	-41.63066554852143	-1905.9405528307739	-38.37098616511257	0.909384	0.458846	0.429217	1.498086	0.522779	0.369812	0.951105	2.200203	0.925462	0.004961601073200464	4.558415647203486	0.5626892883311014
540000	-1950.6716094337526	-1902.2504171378664	-48.421192295886215	-1902.2504171378664	-40.73219932117013	3.377346	1.037560	0.657265	3.721297	1.416958	0.116909	1.237149	0.117730	1.284418	0.004953032252231273	5.449631778234388	0.5626892883311014
542500	-1951.6992912203193	-1903.869050396294	-47.83024082402545	-1903.869050396294	-41.27893217226138	1.672278	1.722384	0.217030	1.978803	0.293279	2.224934	0.436027	0.396243	2.151703	0.004961887011528185	5.449631778234388	0.5626892883311014
545000	-1949.0703839822393	-1905.505715867224	-43.56466811501528	-1905.505715867224	-37.57848427036701	0.516691	3.673561	1.096406	1.173014	0.720094	1.405339	1.841902	0.816797	0.242569	0.005042097361988981	5.449631778234388	0.4383642015985653
547500	-1943.2999362861297	-1907.6755609823315	-35.62437530379816	-1907.6755609823315	-32.21498809745581	1.102532	0.895210	0.790877	0.660027	0.230246	3.142503	0.048650	0.699561	0.700430	0.0049378001928215625	4.184224357572765	0.8454692210238339
550000	-1942.1364750485138	-1900.951994562898	-41.1844804856157	-1900.951994562898	-34.12309472681898	0.453575	5.477101	0.598874	1.279318	0.294775	1.683400	0.051707	1.330411	0.806904	0.004833636398970884	4.184224357572765	0.8454692210238339
552500	-1939.4960817646834	-1902.8526217318015	-36.643460032881876	-1902.8526217318015	-32.94805740965124	0.597702	2.072331	0.671445	0.276576	0.019742	2.229542	0.072728	0.410938	0.020320	0.004805970634795697	6.180418280734144	0.8454692210238339
555000	-1935.6483894289368	-1901.3438851771925	-34.30450425174423	-1901.3438851771925	-33.52419257043985	1.204970	0.956205	0.854050	0.182674	0.023628	0.798695	0.219623	0.119866	1.049628	0.004984883078729824	5.665837464491861	0.8454692210238339
557500	-1951.7652858467065	-1913.6982235124572	-38.06706233424928	-1913.6982235124572	-32.5752262211091	0.587982	1.426552	0.296986	0.386851	0.309283	3.855073	0.390510	0.308731	1.311507	0.004839848463164762	6.8284766282472775	0.2961299939427936
560000	-1946.5452882398736	-1905.748957818248	-40.796330421625534	-1905.748957818248	-34.35059369948926	1.441232	0.349043	0.472452	0.732250	0.266509	1.074176	1.307255	0.765549	0.468531	0.004937960050298099	6.8284766282472775	4.373955010644177
562500	-1969.4946272828513	-1915.4608097727096	-54.0338175101418	-1915.4608097727096	-48.88198085644887	0.606795	2.641822	0.615576	0.211809	1.061510	2.623065	0.159820	0.992147	0.636810	0.004925993883484492	2.677632561599482	1.8992544499475994
565000	-1967.906617531299	-1916.0287906009116	-51.87782693038737	-1916.0287906009116	-42.189008029187804	1.268562	5.373335	0.796907	0.326933	0.949778	2.479186	1.423327	2.214226	0.165975	0.004986200315996526	8.047092420447568	0.89012458170623
567500	-1939.970090080564	-1901.8132130799488	-38.15687700061517	-1901.8132130799488	-33.805732280997425	0.578120	1.194618	2.605234	0.532469	0.482629	1.657152	1.028680	0.785453	0.029412	0.004903727406940029	4.766560680402687	0.89012458170623
570000	-1936.5184465649754	-1906.948335392678	-29.570111172297313	-1906.948335392678	-25.55318996282275	0.361608	0.845987	0.478980	0.738275	0.450540	3.173823	1.146620	0.165487	0.944270	0.004915617577024154	4.766560680402687	0.89012458170623
572500	-1956.2069438755227	-1919.3522510683936	-36.854692807129055	-1919.3522510683936	-34.44353896665736	0.911513	0.574752	0.625378	1.846318	0.053887	0.067950	0.991354	0.720859	0.473073	0.004835375659774316	5.547823544724366	0.2669396275651282
575000	-1948.8471967308728	-1908.039172250743	-40.808024480129944	-1908.039172250743	-34.58736202799703	0.369040	2.746933	0.289364	0.587778	0.049596	1.841643	1.731218	0.951888	3.002542	0.0049995722990642194	4.412613244246319	0.3390730045075902
577500	-1945.9289204268582	-1903.5833414529245	-42.3455789739337	-1903.5833414529245	-37.986373907030504	1.033258	0.608497	0.431992	0.782595	0.366347	1.462341	0.877837	0.809531	3.082139	0.00496330316772655	4.412613244246319	0.5712320147624796
580000	-1941.8902158030082	-1903.8126763141383	-38.07753948886984	-1903.8126763141383	-33.85140148678582	4.813722	0.389204	0.657775	1.619245	0.055924	0.766643	0.280147	0.893035	0.104518	0.0049793822979842806	6.413637918501469	0.8069803154403741
582500	-1943.6452515578355	-1903.3210494291461	-40.32420212868947	-1903.3210494291461	-34.34236699557208	2.402909	0.870856	0.758560	3.017145	0.187992	0.686391	0.022132	1.092987	1.184036	0.004936181362286027	6.413637918501469	0.9916884404168854
585000	-1940.1686022819429	-1904.721932719307	-35.44666956263587	-1904.721932719307	-32.23898455481016	0.652712	0.496385	0.753093	2.702373	0.139424	0.666609	0.040478	0.185050	1.119298	0.004870259081488067	7.850383654081684	0.5189247609139428
587500	-1954.1248783671488	-1912.480320213382	-41.64455815376693	-1912.480320213382	-35.3737962471768	8.164429	1.050927	0.230653	1.632042	0.352897	0.182621	0.030581	0.021906	1.417825	0.005097559236149782	7.850383654081684	0.1647924150127175
590000	-1946.9993738939163	-1909.2367535723056	-37.76262032161065	-1909.2367535723056	-33.36475513797828	0.569056	1.296172	1.048547	2.388001	0.201680	2.343650	0.058279	0.029446	0.461905	0.00487466995570205	7.850383654081684	0.1647924150127175
592500	-1935.2461602609987	-1901.0860728180376	-34.16008744296115	-1901.0860728180376	-34.140841213691886	0.802181	0.605807	1.615048	0.571366	0.256945	0.344778	0.021184	0.136417	0.673975	0.005044943894997528	5.261244990151415	0.4836375154645985
595000	-1943.1668074743204	-1906.78629618894	-36.380511285380386	-1906.78629618894	-31.906360918359542	0.627588	3.067972	0.378211	0.020973	0.503458	1.570507	0.229361	0.012966	2.625420	0.0048793326870050354	5.261244990151415	0.4836375154645985
597500	-1942.6059941868696	-1905.4445895302442	-37.16140465662531	-1905.4445895302442	-32.734393677912784	0.893206	5.619131	0.444391	0.115937	0.184039	0.658254	0.305623	0.357925	1.103128	0.004846133485134001	5.261244990151415	0.4836375154645985
600000	-1953.6386780864266	-1911.260832976168	-42.37784511025837	-1911.260832976168	-36.374192049241195	0.403019	1.480857	1.752332	0.750903	0.942671	4.186222	0.504980	0.727376	0.059019	0.005070611239919211	5.261244990151415	0.4836375154645985
602500	-1950.999401120069	-1909.111818980945	-41.8875821391241	-1909.111818980945	-34.98560190429734	0.663819	1.843728	0.864824	1.764301	0.821233	3.986645	0.979606	0.044202	0.065403	0.004931911869639277	5.200403462814734	1.279435761822634
605000	-1952.5432041258891	-1912.2213476853528	-40.3218564405364	-1912.2213476853528	-36.550030688136026	0.685859	1.325499	1.514229	0.671275	0.540537	0.770994	0.579381	0.282042	1.057401	0.004884618655478837	5.265762467021235	1.279435761822634
607500	-1939.0494545914069	-1907.4464887982722	-31.602965793134775	-1907.4464887982722	-28.95276244801777	0.480141	2.381074	0.530646	0.009403	0.241016	1.383884	0.777274	0.470122	0.415727	0.004903189278079727	4.725380542335892	1.279435761822634
610000	-1951.9359160078827	-1909.8676561377104	-42.06825987017239	-1909.8676561377104	-37.49184359809959	0.584171	0.477299	1.377383	0.005474	0.057549	2.630349	2.661748	0.153089	0.983922	0.005061908875168622	4.192736371314218	1.279435761822634
612500	-1948.8940987112314	-1910.2778647143723	-38.61623399685924	-1910.2778647143723	-33.53192578311704	1.309466	0.322910	0.769828	0.634304	0.230819	2.816920	0.575761	0.642481	2.178269	0.005027670697560707	4.192736371314218	1.279435761822634
615000	-1945.0708316856633	-1903.9763934291682	-41.09443825649503	-1903.9763934291682	-33.467661380746414	0.811938	4.076191	0.294398	1.048136	0.196531	3.559066	0.131838	0.707897	1.122854	0.0050912406695749444	5.514463707560364	1.2386211190822116
617500	-1958.5204567910407	-1915.3024321419505	-43.218024649090225	-1915.3024321419505	-37.734316773873765	0.581373	2.395274	0.440626	1.206154	0.745031	1.183491	0.082452	0.358355	1.207118	0.0047721706616082925	5.514463707560364	0.2548130175326157
620000	-1940.2532683849256	-1910.8041298937228	-29.449138491202774	-1910.8041298937228	-27.42039775143341	0.741150	2.301340	0.332522	0.545011	0.043358	1.269912	0.030979	0.181639	1.465532	0.005099797535787828	5.514463707560364	0.08807562947968749
622500	-1949.930962982573	-1904.03777817059	-45.893184811983105	-1904.03777817059	-38.32246789194422	0.333662	1.494692	1.247210	1.607389	0.137347	3.008234	0.030857	1.298221	0.483003	0.0047490739185098605	5.514463707560364	0.14971515749331052
625000	-1947.1242757191344	-1909.2458329049514	-37.8784428141831	-1909.2458329049514	-33.85800224120158	0.356568	4.336304	0.514831	1.826698	0.017855	0.574673	0.034885	0.504264	0.742629	0.004865873503407539	6.4342014037185065	0.11318517060414106
627500	-1945.5573864778257	-1907.551172717912	-38.00621375991357	-1907.551172717912	-34.70597857710858	0.373523	1.264884	0.592697	1.539936	0.471091	1.877141	0.921739	0.732752	0.262374	0.005007307729896175	6.959859001554276	0.28559536477329944
630000	-1951.7172197145596	-1911.4300335384587	-40.28718617610095	-1911.4300335384587	-33.3248101791477	1.062335	1.910850	0.554888	0.145925	0.448302	2.150480	0.079840	0.276688	1.931601	0.004784265444757687	6.959859001554276	1.267996653705094
632500	-1945.6422836279369	-1904.822931735046	-40.819351892890936	-1904.822931735046	-35.09623372578213	0.825194	3.384924	0.659647	0.713671	0.831977	2.395323	0.195994	0.135370	0.921674	0.004827767156134765	3.929332029516146	0.5669535196324248
635000	-1943.4097877829597	-1905.827309659214	-37.58247812374576	-1905.827309659214	-34.73444867567127	0.869655	1.085124	0.374293	0.172633	0.631980	1.030759	0.465172	0.462506	1.266315	0.004837688522057444	4.588863996377256	0.8272710635190517
637500	-1944.304379227302	-1907.297443746959	-37.00693548034303	-1907.297443746959	-35.37591639077376	0.543619	2.694021	1.424039	0.026867	0.147635	0.662029	0.444856	0.781058	0.470303	0.005046241207141129	4.588863996377256	0.2981605802219864
640000	-1932.7063988389823	-1901.3590927789733	-31.347306060008925	-1901.3590927789733	-30.15865929502141	0.944143	1.631213	0.208008	0.018509	0.119821	1.237458	0.251189	0.112706	1.022638	0.00490626542624905	5.205845659602789	0.37886000609784676
642500	-1943.6710526629251	-1907.8763469777714	-35.79470568515373	-1907.8763469777714	-34.45397060530139	1.000176	1.142842	0.366004	0.083006	0.419745	2.044069	0.072904	0.289584	0.302157	0.005021144999409223	8.1218567641006	0.37886000609784676
645000	-1941.3273681244546	-1905.874980111537	-35.45238801291746	-1905.874980111537	-32.86761822486593	0.389528	2.033495	0.409932	0.161279	0.614788	2.248986	0.111372	0.447478	0.215958	0.005163577184719507	4.186518833175872	0.37886000609784676
647500	-1946.6281558042444	-1901.9019957678397	-44.72616003640467	-1901.9019957678397	-38.63080536564251	0.691695	4.468156	0.855590	0.331850	0.104535	1.668009	1.781437	0.922982	1.009330	0.005058442308214921	5.176397244565148	0.5491020126367213
650000	-1948.544456825207	-1909.5720591755767	-38.97239764963026	-1909.5720591755767	-33.677322235691236	0.772545	1.484012	1.066788	0.182437	0.138142	1.495721	1.713428	0.470964	1.914247	0.004964294167918007	7.96274671723173	0.9498391361340508
652500	-1949.3684132117164	-1909.7533056198156	-39.61510759190071	-1909.7533056198156	-33.48866225036303	0.572067	1.072147	2.580174	0.258991	0.055821	2.018841	1.745497	0.006137	2.022620	0.004997049956048828	4.849746251910635	1.6578077503492183
655000	-1938.9448140711622	-1903.8605983222674	-35.08421574889475	-1903.8605983222674	-28.834340668400547	0.404052	1.625433	0.582825	1.648366	0.078154	3.661815	0.758325	0.499961	0.893739	0.005029669354879266	4.849746251910635	1.6578077503492183
657500	-1940.4371885976022	-1906.6898900725098	-33.747298525092376	-1906.6898900725098	-31.63051333601666	0.312469	0.824875	0.658994	0.768786	0.906722	0.792731	0.269614	0.315834	0.282517	0.004930757609588775	4.849746251910635	2.2379294693056138
660000	-1944.1601021811584	-1908.0483312104698	-36.111770970688774	-1908.0483312104698	-34.237240366199885	0.431195	0.660866	0.468670	0.550676	0.003007	1.827531	0.256149	0.674407	0.052480	0.004927175234007971	4.849746251910635	2.2379294693056138
662500	-1957.7750016614584	-1914.1783861698327	-43.596615491625755	-1914.1783861698327	-35.218775752754716	0.635902	5.169800	1.461171	0.412340	0.008651	3.791018	0.389232	0.710990	0.479841	0.004927100458532612	4.849746251910635	1.9331793901521719
665000	-1948.0212770046237	-1903.3661315876648	-44.6551454169589	-1903.3661315876648	-35.61558595893086	0.827517	4.401298	1.385809	0.230424	0.011240	1.487764	3.261181	0.394527	0.244647	0.005122389145175957	7.44379358251242	1.9331793901521719
667500	-1953.1006142140748	-1913.2380091955229	-39.862605018551925	-1913.2380091955229	-33.71518436584389	1.623149	1.559073	0.321381	0.180785	0.085406	1.009026	0.576302	1.705246	1.175427	0.0050006653267272655	7.44379358251242	2.8220856268788
670000	-1952.1353179852538	-1906.5185109233764	-45.61680706187725	-1906.5185109233764	-39.11239424856653	2.408635	0.431653	0.466380	0.205159	0.021899	4.085702	0.202048	0.862438	1.050495	0.004857153672322404	7.44379358251242	0.8104446955398454
672500	-1948.4609808076443	-1904.3366715293141	-44.12430927833012	-1904.3366715293141	-37.91625851257795	1.048225	1.857905	0.830137	0.502394	0.071692	1.561884	0.331962	1.627705	1.052587	0.005166691043717299	7.44379358251242	1.0402339966735443
675000	-1949.2128278443693	-1914.2384773049698	-34.97435053939935	-1914.2384773049698	-32.85917341225891	0.614943	0.712282	0.713390	0.297942	0.371650	0.359159	0.455255	1.124639	0.709976	0.004800163809552371	5.87613217967029	0.16170740081211807
677500	-1944.9608873210566	-1907.422532619666	-37.538354701390524	-1907.422532619666	-32.571132740122614	0.986066	0.846347	0.243048	1.866205	0.314140	1.681328	1.220362	0.330281	1.961920	0.004996918254223475	5.87613217967029	0.6048859001185091
680000	-1944.779289396576	-1907.3357334408495	-37.44355595572637	-1907.3357334408495	-35.99456116621386	2.258445	0.579269	0.515914	0.656816	0.262449	0.311346	0.683221	0.017597	0.172443	0.004832254908921377	3.952034994419425	0.6048859001185091
682500	-1948.6176582457351	-1909.2672151828976	-39.350443062837435	-1909.2672151828976	-34.88845450269663	0.764029	2.423907	0.303022	0.426176	0.171973	2.474274	0.046706	0.323927	1.941191	0.004841812209903946	3.952034994419425	0.2368204553215247
685000	-1952.5809197549363	-1910.9595951042331	-41.6213246507031	-1910.9595951042331	-38.95676367310359	1.031491	1.560709	2.051766	0.219748	0.708580	1.190921	0.061684	0.021306	0.728551	0.005053027915228351	6.843915679244353	0.2368204553215247
687500	-1945.6006073375884	-1913.0304167914073	-32.57019054618093	-1913.0304167914073	-31.94647075435825	0.859789	0.560353	0.350765	1.101802	0.682115	0.448631	1.265210	0.027017	0.273615	0.005078625965404194	4.2607199727083165	0.4446355612686128
690000	-1947.9821382291072	-1904.6641684858853	-43.317969743221965	-1904.6641684858853	-38.00315892270185	0.565529	0.189157	1.478098	2.202501	0.622020	1.528323	0.973414	0.118179	0.720193	0.005184186628145093	4.622116945298323	0.4446355612686128
692500	-1944.8436698116116	-1906.5967003513047	-38.24696946030692	-1906.5967003513047	-38.300939764678034	0.685522	1.055902	0.619542	0.566412	0.889131	0.443921	0.267158	0.059532	0.188922	0.004954740120866963	5.99450027916271	0.4446355612686128
695000	-1936.8092796856047	-1899.6529792646973	-37.15630042090737	-1899.6529792646973	-33.03467215108805	0.381196	0.674454	1.637981	1.521444	0.690656	1.945141	0.535620	0.467512	1.066044	0.005032416054515195	5.99450027916271	0.4446355612686128
697500	-1949.5732761362667	-1918.390454902352	-31.182821233914648	-1918.390454902352	-29.968553767987192	0.595402	1.852920	0.472822	0.681703	0.858067	0.424463	0.515421	0.488094	0.231853	0.005018542185735675	5.99450027916271	0.4446355612686128
700000	-1947.3907770246249	-1913.8218307835407	-33.56894624108411	-1913.8218307835407	-31.06532532351098	0.495866	1.008201	1.111589	0.357060	0.717274	1.725503	1.068313	0.429582	0.042619	0.004971247851175624	7.781150440497898	0.4446355612686128
702500	-1935.461873314975	-1902.3089862030622	-33.15288711191276	-1902.3089862030622	-30.479771377249993	0.675176	2.806269	0.320501	0.134097	0.297146	1.350888	0.125442	0.646509	0.422952	0.004872262982407602	6.034715197489872	0.5136030281380652
705000	-1938.7852418595978	-1906.3710304937995	-32.414211365798415	-1906.3710304937995	-30.62598849235316	0.641137	0.895209	0.130081	1.200933	0.025864	1.035028	0.468011	0.814237	0.417053	0.005047925285619257	6.034715197489872	0.5136030281380652
707500	-1946.3051521032226	-1909.496443233519	-36.808708869703764	-1909.496443233519	-34.00401280192542	1.176754	0.572666	0.332004	1.100446	0.203998	0.662785	0.042621	2.425001	1.253498	0.00497367174967699	6.2895355752149005	0.1309170155771959
710000	-1947.7836782779416	-1913.549916563646	-34.233761714295554	-1913.549916563646	-31.263285880131633	0.404709	2.360797	0.487915	0.672506	0.274027	1.647167	0.084458	0.775127	1.100428	0.005128853136030618	4.49041919272635	0.12417885557359462
712500	-1945.6524500131334	-1908.2382037767263	-37.41424623640709	-1908.2382037767263	-35.53574840905568	0.523820	1.955082	0.781288	0.240848	0.249618	1.411071	0.429737	0.434925	0.997498	0.004912349782507301	4.49041919272635	0.2993448079098125
715000	-1942.9313029786622	-1905.6695201845887	-37.261782794073554	-1905.6695201845887	-32.896943942821544	1.079892	0.290167	1.714602	1.250804	0.252229	1.039445	1.045728	0.376067	2.210148	0.00509038782605036	4.49041919272635	0.2993448079098125
717500	-1934.6846139236852	-1903.998523620964	-30.68609030272104	-1903.998523620964	-28.997806731359255	0.668053	1.929442	0.434565	0.452805	0.356010	1.355613	0.948870	0.515286	0.496513	0.00501320528865426	4.49041919272635	0.2993448079098125
720000	-1945.0306993443146	-1901.1854894547123	-43.84520988960233	-1901.1854894547123	-39.32944719510579	0.536565	2.641943	0.215685	1.373680	0.234878	1.281679	0.875298	1.016919	0.870974	0.004931965233627516	5.732352620088127	0.44192394626037834
722500	-1945.5784696040103	-1907.491971930507	-38.0864976735033	-1907.491971930507	-33.2758925456943	0.224138	1.953882	0.430851	1.981063	0.047440	2.801319	1.139653	0.482979	0.351181	0.005008822754828518	5.732352620088127	0.44192394626037834
725000	-1948.9495766115633	-1913.931415138318	-35.018161473245186	-1913.931415138318	-28.815570618319725	0.272530	1.017238	2.254528	3.191900	0.092137	2.340047	0.398150	0.136728	1.358313	0.005010961951913104	5.732352620088127	0.44192394626037834
727500	-1937.7372256827734	-1902.6481882118899	-35.0890374708835	-1902.6481882118899	-28.701446518665257	0.499585	1.695930	1.252412	0.840571	0.935929	4.707977	0.316719	0.395663	0.607532	0.004917446211337648	5.732352620088127	0.24570737893645148
730000	-1943.1730944998915	-1906.128023724907	-37.04507077498439	-1906.128023724907	-33.04556843578468	0.371974	2.607057	0.934248	0.478915	0.522500	1.289934	1.561191	0.536864	0.556446	0.004959150062421199	5.732352620088127	0.5867705954745556
732500	-1936.6566196457065	-1905.9123008320726	-30.744318813634056	-1905.9123008320726	-30.726501068405923	0.542630	0.689147	0.403881	0.477084	0.192768	0.816294	0.107748	0.149524	0.241862	0.005077271992238708	6.301379278266403	1.2826261208812764
735000	-1942.6669309226497	-1901.890866862631	-40.77606406001888	-1901.890866862631	-33.52853394371601	0.219791	3.952053	0.904896	0.277369	0.285749	3.582824	0.602156	1.270453	0.375826	0.005042945125567479	6.301379278266403	1.2302620150869195
737500	-1959.8733640133541	-1917.967566702338	-41.90579731101606	-1917.967566702338	-36.80556003527751	1.849196	1.041554	0.667098	0.154397	0.013657	1.416778	0.827148	0.914614	0.948026	0.005065687283349336	12.368326731475577	1.2302620150869195
740000	-1954.1679934329186	-1911.7165313721175	-42.45146206080107	-1911.7165313721175	-33.960189333294906	0.428155	5.360470	1.050934	0.402084	0.286196	1.895372	0.947027	0.214453	1.558680	0.0049816774880548295	12.368326731475577	1.6623498731861093
742500	-1944.5616619614575	-1908.9782595228144	-35.58340243864303	-1908.9782595228144	-30.509795633711896	0.686399	1.839000	0.280213	0.234092	0.033518	1.323285	0.235344	0.213343	0.530767	0.004782741150773915	12.368326731475577	1.2595982511616348
745000	-1964.5952574401238	-1906.3392126096942	-58.25604483042958	-1906.3392126096942	-44.826787874781495	0.850631	2.019062	1.653928	1.763412	0.020730	4.326152	1.154925	1.184837	0.903054	0.004758057297034452	12.368326731475577	0.8615675994209364
747500	-1948.58221054482	-1906.2761020048886	-42.30610853993156	-1906.2761020048886	-37.695555908663046	1.758851	0.441476	0.378741	0.436223	0.001297	3.100617	1.040905	0.361420	0.125968	0.004958968639055899	12.368326731475577	0.8615675994209364
750000	-1948.077821734823	-1902.0363432541672	-46.041478480655755	-1902.0363432541672	-40.77785570616195	0.805221	0.606195	1.135054	0.916078	0.031074	2.089393	2.956778	0.449688	0.530380	0.004981003347933821	7.307397765389515	0.7966240137182421
752500	-1969.7976851237197	-1916.1684269139284	-53.629258209791246	-1916.1684269139284	-45.911830315217	2.389365	2.497005	0.659727	1.717563	2.631551	0.853232	1.201802	0.943105	0.641179	0.005042033994746757	2.6689781881115002	0.7966240137182421
755000	-1940.0065852786702	-1900.2136605657945	-39.79292471287559	-1900.2136605657945	-33.903859803339955	0.843200	0.190557	0.370709	0.840669	2.355491	1.057495	1.093290	2.285219	0.144666	0.004971726440516305	6.232294665671608	1.3543349345856812
757500	-1960.7823996636707	-1907.4971089294709	-53.28529073419984	-1907.4971089294709	-37.27322829268042	1.054962	0.525725	0.689821	0.899368	3.705011	0.944741	0.853792	3.298484	5.934401	0.004800477585945317	6.232294665671608	1.4119650891542206
760000	-1957.7723128227472	-1911.0897854874052	-46.68252733534203	-1911.0897854874052	-40.78564008875625	3.264069	0.603848	0.186393	0.523037	0.412165	1.154282	1.127866	0.604011	2.063161	0.005012342455886475	5.073603002997102	1.4119650891542206
762500	-1949.6512863264281	-1905.8301947762352	-43.82109155019303	-1905.8301947762352	-37.048934839430586	0.381490	5.314591	0.401503	0.168640	1.722500	0.345012	0.319065	0.720255	1.494586	0.005061508897067712	5.073603002997102	2.3866115960916545
765000	-1950.6509376125412	-1908.0785765073842	-42.572361105157	-1908.0785765073842	-37.82612793967865	2.860554	1.743035	0.196322	0.073563	0.948636	0.408383	0.117607	1.143103	0.275724	0.004898693984420641	5.073603002997102	1.899390841986119
767500	-1951.1990089465558	-1904.9238162446952	-46.275192701860426	-1904.9238162446952	-38.956503828556244	1.008241	0.894615	0.186200	1.218262	1.476942	1.137140	0.074087	0.602035	2.639345	0.004854095349427576	4.216622967110045	2.363344945646234
